,review_text,majority_vote
731,"terimakasih halodok, malam malam kalo butuh dokter dan obat sangat terbantu pake apk ini, apalagi bagi kami yg tidak punya kendaraan(mobil), pernah juga pas lagi di rumah sodara sakit berobat pake halodoc gak sampe 1 jam obat dah dstang tanpa ribet antri.",HAPPINESS
732,"Suka dengan aplikasi ini, karna membantu yg lagi kerja tpi pengen konsul ke dokter",HAPPINESS
733,"Dokter nya sudah begitu berpengalaman dalam menanggapi keluhan pasien tidak ketus dalam membalas chat (tidak membuat pasien down) dan juga sangat tepat dalam pemberian obat,apabilah obat yg paten di kasih opsi obat generik ,jadi untuk yg tinggal bukan di kota gak bingung cari obat nya. lanjutkan ya dok semoga semakin membantu banyak orang",HAPPINESS
734,"kecewa, pesan obat ga ada di apotik sekitar,nunggu 3 hri baru sampe, keburu sakit orangnya.. harusnya banyakin kerjasama dg provider apotik",SADNESS
735,"Aplikasinya kenapa sering eror yah..udah buat janji, terus bayar tbtb diaplikasi selesai. Terus tbtb dibatalkan. Padahal aplikasi nya udah update",SADNESS
736,Sangat sangat bermanfaat.,HAPPINESS
737,sangat bermanfaat,HAPPINESS
738,"Lebih mudah,cepat dan nyaman menggunakan aplikasi ini",HAPPINESS
739,"semakin ga jelas,,semakin kesini semakin gaje,, udh konsul dan nyaman pakai obat yg dikasih,, terus mau lihat resep obat yg diberikan sekrg jd hilang semua hasil konsul nya, harus konsul lagi biar dapat rsep obatnya,, dulu history resep nya suka ada walau lama ga dibuka.",SADNESS
740,cool,HAPPINESS
741,Pelayanan baik Dan pengiriman obat cepat Terima kasih,HAPPINESS
742,pokoknyaa halodoc aplikasii mudah dan terpercayaa🙏,HAPPINESS
743,sudah 2 kali dibuat kecewa sm aplikasi ini. Respon lamaaa banget,SADNESS
744,"Saya driver ojol, saya sering dapat orderan gosend dari halodoc, setiap saya sampai di toko barang tidak ada,. Opsinya langsung di cencel,. Kita sebagai driver dirugikan karena udah jaln jauh, kita tidak dapat apa2,. SehqRuSNYA platfom bisa kasih opsi lain kecuali di cencel orderan misal pesenan bisa di edit lalu cari prodak serupa. Udah orderan pendingnaya lama kasih orderan",SADNESS
745,"Aplikasi yang sangat bagus dan bermanfaat bagi semua orang, terima kasih halodoc yang sudah menyiapkan dokter yang tebaik, ramah dan selalu respon dalam melayani pasien secara online. Yang bisa meresepkan obat dalam fasilitas kesehatan... Sehat selalu dokter, dan sukses terus halodoc",HAPPINESS
746,sangat bagus,HAPPINESS
747,"Aplikasinya sederhana, mudah dipahami, dokterna ramah, fast respon, terima kasih halodoc",HAPPINESS
748,"waaaaa gampang bgt cari obatnyaaa sumpah membantu syekali love bgt halodoc, cepet bgt lg sampenya",HAPPINESS
749,Aplikasi yang sangat membantu untuk konsultasi secara online,HAPPINESS
750,Mantep Konsul ny sangat jelas,HAPPINESS
751,"Saya pesen obat udh 3 jam gk dtg2, pdhl pake yg instan... di btalin jugaa gk bs, mau komplain ribet bgt....",SADNESS
752,Dokter ramah dan edukatif,HAPPINESS
753,"Mengecewakan!!! Daftar vaksin via halodoc di lapangan banteng pas nyampe lokasi tidak ada lokasi vaksin. Sudah Tanya ke petugas di lapangan banteng pun tidak tahu kalo ada kegiatan vaksin yg diselenggarakan oleh Halodoc. Tanya cs halodoc no PIC kegiatan gak dikasih. Kegiatan tidak terkoordinasi dengan baik. Masa cs hanya bilang lapangan banteng samping hotel Borobudur. Saya juga tau, tapi yg saya mau itu lokasi detailnya. Sehingga tidak perlu hujan hujanan nyari lokasi tapi nihil.",SADNESS
754,Terima kasih sangat membantu,HAPPINESS
755,"Dokter nya respon cepat,ramah",HAPPINESS
756,Dok nya ok dan obatnya juga bagus Lsg sembuh 5hr kemudian thankyou,HAPPINESS
757,"first pakai bener2 membantu sekali,ingin konsultasi DRH ga perlu ke klinik hewan langsung bisa pakai halodoc👍🏻harga nya bervarian dan respon dokter fast juga ramah hanya saja saat ingin order resep dari dokter langsung tidak bisa,lalu obat tidak lengkap saat ingin check out",SADNESS
758,Keren nih aplikasi Halodoc...,HAPPINESS
759,mantap dokternya baik baik,HAPPINESS
760,fast respon dan jelas dokternya,HAPPINESS
761,selalu tercepat,HAPPINESS
762,"Baru kali ini ak sangat kecewa dengan aplks ini awal2 saya pake bagus pengiriman sesuai aplikasi tapi sekarang masalah pengiriman sangant tidak memuaskan,pengiriman tidak sesuai jadwal aplikasi padahal sudah ada di kabupaten Saya tapi di jawab ada kendala dengan alamat lah padahal kalo di cari di google maps itu sudah tertera jelas alamatnya,ini aplikasi saya mau beli obat masa harus di tunda 2 hari lagi karena pengiriman sekarang hari sabtu ,orang sakit bukanya sembuh malah di suruh tahan sakit",SADNESS
763,Apk nya bgus bangeet makasiih uda bantuu sayaaa😊😊,HAPPINESS
764,Mantap 👍👍,HAPPINESS
765,Terimakasih atas penjelasannya,HAPPINESS
766,fast respon . dokter ramah . terimaksih,HAPPINESS
767,"Sangat membantu bangt, apalagi buat yang nggak bisa gerak🥰,,tapii 🙃ada dokter yang slow respon dan waktunya terus bejalan,,jadi rada ngerasa rugi dikit.",SADNESS
768,CSnya Sangat Cekatan Dan Sigap Melayani Dengan Cepat Dan Mudah Dimengerti,HAPPINESS
769,Bagus pelayanan nya,HAPPINESS
770,Sumpah baiknya dibenerin aplikasi lemot bgt mau Konsul loading pembayarannya minta ampun akhirnya gajadi dan pindah aplikasi lain 🤦🤦,SADNESS
771,"Pihak halodoc terlalu lama dalam merespon komplain, apotek yang menjadi partner halodoc juga tidak amanah, karena pesanan obat saya kurang. Sudah saya chat halodoc juga tidak ada respon...!!!!!!!",ANGER
772,Mantap banget,HAPPINESS
773,Sangat membantu sekali 🥰,HAPPINESS
774,"apaan bgt dah? pesanan cream yg di resepin dokter belum di antar"" dari tanggal 30 Oktober sampai sekarang belum di antar ANEH!! mau minta pengembalian dana gak bisa, aplikasi aneh.baru kali ini di kecewain",SADNESS
775,"Aplikasi ga jelas, saya sambungin asuransi ga bisa, saya bayar pake gopay ga bisa juga.. mengecewakan",SADNESS
776,Aplikasi goblog duit saya hilang 60rb obat ga di antar transaksi di batalkan. Parah!!! Makan tuh duit,ANGER
777,"Alhamdulillah puas semoga obat yg di resepkan dokter cocok aminn, dokternya baik, ramah pokok senneng kosul dsni",HAPPINESS
778,muantabb,HAPPINESS
779,Mateb bgt konsul nya ramah juga,HAPPINESS
780,"Kemasan rapi, pengantaran cepat",HAPPINESS
781,Mantap.,HAPPINESS
782,Aplikasi ini sangat sangat membantu saya yang gak sempat kedokter Keren,HAPPINESS
783,Untuk pembelian obat lancar dan bisa chat dengan dokternya juga...,HAPPINESS
784,"Terima kasih, konsultasinya memuaskan, dan resep obat langsung dibuatkan.",HAPPINESS
785,"Jadi gak perlu lama"" ke rs ngantri masyaAllah enak bgt seperti ini",HAPPINESS
786,"aplikasinya mudah digunakan, dokternya fast respon",HAPPINESS
787,"Apotik sudah tutuo tapj masih di arahkan untuk membeli sana, dana jyga lama banget baliknya",SADNESS
788,Bagus dokternya ramah,HAPPINESS
789,Sangat membantu. Terimakasih halodoc Sukses slalu,HAPPINESS
790,Fast response,HAPPINESS
791,Tanggapan dokter cepat,HAPPINESS
792,Good job doc,HAPPINESS
793,Respon & pengiriman cepat,HAPPINESS
794,👍,HAPPINESS
795,Aplikasi ga berguna sumpah. Chat sama dokter udah nunggu lama malah gada respon sama sekali,SADNESS
796,Terimakasih informasinya,HAPPINESS
797,Sangat Kecewa dengan aplikasi halodoc yang katanya memprioritaskan pelanggan tapi nyatanya tidak. Saya sangat kecewa pesanan tak sampai uang juga tidak dikembalikan.,SADNESS
798,Membantu di kala bingung mw ke dokter,HAPPINESS
799,Mudah ngk ribet kl lg urgent,HAPPINESS
800,Puas atas pelayanan dokternya,HAPPINESS
801,"Halodoc,dokternya enak dalam menjelaskan Untk resep obatnya pun harganya terjangkau Puas pelayanan dihalodoc",HAPPINESS
802,Gimana si saldo da kepotong tp ga bisa chat doktr,SADNESS
803,Alhamdulillah terimakasih Halodoc sangat membantu sekali,HAPPINESS
804,"Kenpa halodoc pembayrannya ga pake bca uga si tf bank gtu ,susah jdinya aplikasi lain ga punya",SADNESS
805,Dokter yg handal ....penjelasannya sangat jelas.... Halodoc ok mantap,HAPPINESS
806,"Makin sini makin susah cari obat yg di perlukan di halodoc, ongkirnya juga ga masuk akal mahal banget.",SADNESS
807,pelayanan cukup baik,HAPPINESS
808,Sangat membantu .,HAPPINESS
809,"Bayar mahal2 dokter balasnya slow respon sekali sangat lama balas chat, sehingga waktu terbuang sia2 untuk konsultasi",SADNESS
810,Penggunaan mudah,HAPPINESS
811,"gue mau review web dr halodoc sangat terkesan murahan,,, seharusnya tidak ada adsense dr google tp ternyata di masukin script iklan demi duit receh",ANGER
812,"berguna banget sumpah, nyesel ngga dari dulu konsul dihalodoc",HAPPINESS
813,Sangat m3mbantu,HAPPINESS
814,"Susah bertanya di halodoc ini, bertanya tentang toko obat terdekat (Titik lokasi pasien/Kota Pekanbaru) yang ada di halodoc aja susahnya minta ampun. Pasien mikir, kalo estimasi 4 hari artinya obat tersebut sudah dipastikan diluar kota pasen berada (kota pekanbaru) ini hanya sebagai contoh ya. Toko Obat resmi ada juga di Kota pekanbaru misalkan KIMIA FARMA ini yang punya BUMN loh. Parah ini halodog, kemungkinan keburu mati pasien, obatnya baru datang. Mohon maaf Halodoc, kasih bintang 1.",ANGER
815,Sangat membantu sekali..,HAPPINESS
816,Sangan membantu dalam menjembatani antara pasien atau konsument dengan para tenaga medis yang terampil sehingga mempermudah untuk berkonsultasi dalam dunia kesehatan. Good job,HAPPINESS
817,"pokoknya seneng bangat deh udah ada aplikasi hallodoc, jadi setiap ada keluhan bisa langsung konsultasi gk ribet harus ke RS , dan buat obat juga bisa langsung beli dari apotek yg udh tersedia di aplikasi hallodoc.. pkoknya hallodoc mantap lah",HAPPINESS
818,Buruk... Udah bayar dokter 30menit dokternya gak ada respon alhasil gak bisa chat duit 115rb lenyap begitu saja,SADNESS
819,"really bad now. chat sm dokter tiba² mati sendiri, gabisa tersambung ke asuransi, ga dapet resep, trus fungsinya apa (?)",SADNESS
820,Gak bisa berkata kata sih ini membantu banget bnget banget,HAPPINESS
821,Sudah putus hubungan kerja sama dengan gojek apk. Tidak bisa order obat dari aplikasi gojek apk juga. Saat mau pesan obat hanya ada tersedia opsi kirim reguler. Banyak obat yg ga ada dijual dari apotek terdekat. Sekalipun ada malah mahal dan ga bisa cepat. Mau konsultasi ke dokter umum juga mahal dibanding apk sebelah. Apk ini makin buruk.,SADNESS
822,"Suka dg layanan pengiriman cepatnya, aplikasi terbaik bagi saya sekeluarga 👍👍👍👍👍👍👍",HAPPINESS
823,"Opsi untuk yang tidak bisa ke rumah sakit, dan opsi lebih murah",HAPPINESS
824,Saya konsultasi dengan Dr ambar. Baik dan sangat responsif,HAPPINESS
825,"Belum beres udah otomatis berakhir, gimana si, padahal masih fast respon.",SADNESS
826,"Sangat membantu, tq",HAPPINESS
827,Terimakasih buat penjelasan dokternya,HAPPINESS
828,"Karna sistem korlap banyak driver borzo yg dirugikan.... tolong hapus korlap, karna banyak korlap yg membegal order driver yg tidak kenal dengan korlap, tolong hapus sistem korlap",ANGER
829,Terimakasih halodoc dokternya ramah diganggu malam2 begini terimakasih untuk dokter okri edukasinya malam2 begini masih sangat membantu saya semoga suami saya lekas sembuh dengan obat yg sdh diresepkan🙏🙏,HAPPINESS
830,"kirain konsultasi di halodoc gratis trnyata bayarr,,, agak kecewaa seharusnya halodoc bisa sangat meringankan beban masyarakat kecil,, ini malah nambah nambahin",SADNESS
831,"Makin lama app nya makin kacau, konsul banyak kendala, order obat lama prosesnya, app nya udah benar2 gak berfungsi dengan baik",SADNESS
832,Sangat membantu dijaman now,HAPPINESS
833,"mantab, pelayanan cepat, ga perlu jauh"", bermacet"" ria ke RS, blm ngantrinya jg, mending online pake halodoc aja bs sambil istirahat.",HAPPINESS
834,"Pake halodok awalnya memang bagus tapi skarang ko jadi ada pilihan pengiriman, memang keteledoran saya pilih leguler tapi mana saya tau di kirimnya sampai 3-4 hari mana mungkin ada orang sakit harus nunggu berhari hari tolong ya di tindakan pilihan seperti itu, gamungkin ada orang sakit bisa nunggu percuma menghubungi halodoc udah aja ke dokter langsung.",SADNESS
835,Aplikasi yang sangat membantu tidak perlu keluar keluar cukup buka satu aplikasi sudah tersedia semua terima kasih sudah sangat membantu,HAPPINESS
836,"Setelah dsuruh update, fitur ""kalender menstruasi"" nya gak ada, padahal buat aq pribadi sangat² berguna, dah bnyk catatan² dsana, biar bs mengingat siklus terakhir ( aq termasuk org pelupa) dulu download halodoc karena ada fitur ini, klo gak ada lg ya auto uninstal, kecewa bgt krn catatan² penting ilang,",SADNESS
837,"responya cepat ,penjelasanan mudah d pahami",HAPPINESS
838,"ini saya udah bayar sesuai harga min, tp dokter nya sibuk jd ga bisa di chat, saya batalkan uang nya gak kembali yaaaah 😩",SADNESS
839,Mau beli obat aja di persulit harus konsul dulu,ANGER
840,Pelayanan cepat responsif dan ramah dokter nya,HAPPINESS
841,Puas banget atas layanannya,HAPPINESS
842,Membantu... terima kasih,HAPPINESS
843,"Pasang alamat nya ribett malah ga sesuai harus ngikut peta segala dri apk nya, gegara almt nya ga sesuai dri halodoc sy hrus bolak balik ngechat email halodoc buat ngasih tau alamt sy yg bener ,untung nyampe pesanan sy. penjelasan dri dokter nya si bgs...",SADNESS
844,"sangatt puasss, dokternya baim2",HAPPINESS
845,"Solusi kepepet klo anak sakit tengah malam, sudah lama ngebantu sekali, lebih mudah konsultasi dan beli obat.. Cuman sayang klo obat untuk bayi harus racikan sulit mesannya, obat masuk ke 2 toko, tapi biaya jasa racik 2 kali masuki di satu toko jadi repot",SADNESS
846,Dokter ok banget respon cepat konsultasi jelas terperinci,HAPPINESS
847,sangat2 membantu dan dokter nya menjelaskan sangat2 detail,HAPPINESS
848,Good 👍🏼,HAPPINESS
849,"susah banget mengatur alamatnya, dan entah mengapa alamat rumah saya tidak bisa masuk di pilihan otimatis, mau ketik manual tidak bisa, sangat buruk, alhasil paket obat saya dikirim ntah kemana",SADNESS
850,"buruk , masa harga beda sama di aplikasi disuruh nambah hadeh",ANGER
851,Bagus aplikasi nya solusi setiap waktu mau berobat tapi gak ada yg nganterin karna jauh faskes nya plus kalo dadakan udah tinggal buka app nya chat dokter nya direseppin. Ditambah lagi ada diskon mantaap...suskses terus halodoc,HAPPINESS
852,"Sebelumnya, aku mau berterimakasih ke Halodoc karena adanya apk ini jerawatku yang sudah 2-3 tahun di wajah mulai membaik. Tapi, masih banyak bug/error. Jadi, aku beli paket diamond untuk chat dr. SpKk . 180k untuk 5 kali Konsul. Terhitung aku Konsul bulan 12. Seharusnya kuponnya bisa sampai bulan 4 (Maret) kalau masa aktifnya malah sampai bulan Mei karena 6 bulan. Tapi pas aku mau jadwalkan Konsul ke 5 bulan April, di apk katanya habis. Jadi, mohon diperbaiki. apalagi sekarang Konsul naik 5k.🙏",SADNESS
853,"Saran agar pengiriman di percepat, kalo nunggu sampe 2jam an terlalu lama kan kasihan yang sakit perlu obat harus cepat di minum",SADNESS
854,Baik dan cukup membantu di saat keluarga sedang sakit dan butuh resep dokter utk beli obat sangat suka dgn aplikasi halodoc nya best,HAPPINESS
855,"Sangat membantu pengobatan kulit wajah saya, saya pakai halo-skin dan cocok banget. Tapi kenapa aplikasinya sering crash ya? Mau isi keluhan tapi gagal terus, sering keluar tiba² juga, gabisa upload gambar, dll. Mohon bantuannya Min.. Saya perlu banget untuk pesan ulang halo-skin nya",SADNESS
856,sngat membantu,HAPPINESS
857,vouchernya gk bisa d pake.,SADNESS
858,baik sekli dokter nya,HAPPINESS
859,"Komunikatif, efisien waktu, tenaga dan biaya",HAPPINESS
860,"aplikasinya tolong dibenarkan lahhhh, banyak banget bug nya",SADNESS
861,mohon maaf ini dokternya slow respon banget. di tingkatkan lagi ya,SADNESS
862,Terimakasih alodok sangat membantu,HAPPINESS
863,"Ini kenapa ya aku mau daftar kok ga bisa membalas gitu udah masukin nomor sama kode nya ini gimana ya tolong dok halodoc kok jadi begini sihhh udah ada 10x aku coba dia ngulang"" Mulu, gimana nihhhh??????",SADNESS
864,gmna si konsultasi udah berlangsung mlh dokter nya off mana sesi nya mau abis jdi rugi udah bayar. nyesel bngt mlh buang duit gk ada respon samsek!,SADNESS
865,"Mengecewakan...order udah seminggu, gak sampe-sampe, kalo memang gak bisa nepatin, jangan bikin pelayanan cepat",SADNESS
866,Suka pelayanan bagus dan cepat langsung kasih bintang 5 tampa basa basi,HAPPINESS
867,Sayang sekali apotik ga bs buka 24jam..klo urgent tengah malam gmn... 😢,SADNESS
868,"Kereeennn maa syaa Allah sangat membantu bagi orang, yg mau konsul ke dokter tapi ga bisa pergi pergi Dokternya juga ramahhhhh TOP BGT",HAPPINESS
869,"Udah 2x konsul sama dokter online 2x yg ada makin tambah parah aja , mana yg diresep itu2aja",SADNESS
870,memudahkan saat sakit,HAPPINESS
871,Terima kasih halodoc🙏🥰,HAPPINESS
872,Sangat membantu dan memudahkan dalam berkonsultasi dengan dokter,HAPPINESS
873,"Applikasi sangat membantu. Hanya kalau lagi Promil lewat aplikasi waktunya 30menit. Kalau 5 menit telat aja udah langsung sesi di tutup Udah gak bisa di chat lagi. Harus bayar lagi. Kalau HP pas mati atau low atau lagi ada urusan dadakan, ya agak rugi sih.",SADNESS
874,Komunikatif dan detail,HAPPINESS
875,"Apk sampah., lelet , cs tolol, buat yg baru download apk ini susah, saya malah udh verifikasi data , awas data saya di salah gunakan ya. 3 hari ngulik2 pusat bantuan pun gak guna . Di email balasan nya gak nyambung. 👎👎👎👎👎👎👎👎👎",ANGER
876,aplikasi ini sangat mebantu saya sebagai anak rantau,HAPPINESS
877,Sangat membantu. Kalo bisa ada konsultasi yg gratis juga.,HAPPINESS
878,Aplikasi yg tepat ketika kita tidak bisa berjalan karena sakit,HAPPINESS
879,"order gagal utk obat yg perlu resep, diarahkan konsultasi lagi utk resep, padahal udah ada resep dari dokter, tidak efisien",SADNESS
880,Professional Dokter nya bagus,HAPPINESS
881,Halodoc mantap 👍,HAPPINESS
882,"saya uda bayar untuk konsultasi tpi gada dokter yg menghubungi, dan pas saya cek riwayatnya saya suda melakukan percakapan dengan dokternya pdhl ga sama sekali, dan harus bayar ulang, merugikan. ini orang lagi sakit malah dirugiin",ANGER
883,Mudah..,HAPPINESS
884,Pelayan cepat dokter nya baik,HAPPINESS
885,"Sistem aplikasinya buruk, kurang kerja sama dengan mitra ekspedisi Pengiriman lama, CS Halodoc dimintai bantuan cuma bisa bales via both hhhmmm payah katanya 24 jam Lacak pesanan ehhh pas di klik isinya dalam paket ini sama pengiriman reguler doang, sungguh membagongkan",ANGER
886,good response,HAPPINESS
887,Dokter sangat baik dan respon cepat kita di bimbing dan di kontrol dengan baik trimakasih pelayanan nya dok,HAPPINESS
